TRIP_ID,prompt
10467,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: Valais.
Available Transportation Options:
 - Swissmetro: travel time of 201 minutes, costing 218 CHF, with a headway of 20 minutes.
 - Train: travel time of 256 minutes, costing 203 CHF, with a headway of 120 minutes.
 - Car: travel time of 195 minutes, costing 85 CHF."
10468,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: Valais.
Available Transportation Options:
 - Swissmetro: travel time of 198 minutes, costing 210 CHF, with a headway of 10 minutes.
 - Train: travel time of 239 minutes, costing 203 CHF, with a headway of 30 minutes.
 - Car: travel time of 195 minutes, costing 110 CHF."
10469,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: Valais.
Available Transportation Options:
 - Swissmetro: travel time of 205 minutes, costing 245 CHF, with a headway of 30 minutes.
 - Train: travel time of 290 minutes, costing 203 CHF, with a headway of 60 minutes.
 - Car: travel time of 195 minutes, costing 68 CHF."
10470,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: Valais.
Available Transportation Options:
 - Swissmetro: travel time of 201 minutes, costing 218 CHF, with a headway of 20 minutes.
 - Train: travel time of 239 minutes, costing 169 CHF, with a headway of 30 minutes.
 - Car: travel time of 120 minutes, costing 68 CHF."
10471,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: Valais.
Available Transportation Options:
 - Swissmetro: travel time of 201 minutes, costing 169 CHF, with a headway of 20 minutes.
 - Train: travel time of 290 minutes, costing 152 CHF, with a headway of 60 minutes.
 - Car: travel time of 150 minutes, costing 110 CHF."
10472,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: Valais.
Available Transportation Options:
 - Swissmetro: travel time of 198 minutes, costing 194 CHF, with a headway of 10 minutes.
 - Train: travel time of 256 minutes, costing 152 CHF, with a headway of 120 minutes.
 - Car: travel time of 150 minutes, costing 68 CHF."
10473,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: Valais.
Available Transportation Options:
 - Swissmetro: travel time of 205 minutes, costing 245 CHF, with a headway of 10 minutes.
 - Train: travel time of 239 minutes, costing 203 CHF, with a headway of 120 minutes.
 - Car: travel time of 120 minutes, costing 85 CHF."
10474,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: Valais.
Available Transportation Options:
 - Swissmetro: travel time of 205 minutes, costing 181 CHF, with a headway of 30 minutes.
 - Train: travel time of 239 minutes, costing 152 CHF, with a headway of 30 minutes.
 - Car: travel time of 150 minutes, costing 85 CHF."
10475,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: Valais.
Available Transportation Options:
 - Swissmetro: travel time of 198 minutes, costing 189 CHF, with a headway of 10 minutes.
 - Train: travel time of 290 minutes, costing 169 CHF, with a headway of 60 minutes.
 - Car: travel time of 120 minutes, costing 85 CHF."
10476,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Vaud.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 103 minutes, costing 225 CHF, with a headway of 10 minutes.
 - Train: travel time of 244 minutes, costing 198 CHF, with a headway of 30 minutes.
 - Car: travel time of 190 minutes, costing 100 CHF."
10477,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Vaud.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 95 minutes, costing 274 CHF, with a headway of 10 minutes.
 - Train: travel time of 244 minutes, costing 198 CHF, with a headway of 120 minutes.
 - Car: travel time of 247 minutes, costing 162 CHF."
10478,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Vaud.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 89 minutes, costing 245 CHF, with a headway of 20 minutes.
 - Train: travel time of 244 minutes, costing 178 CHF, with a headway of 30 minutes.
 - Car: travel time of 247 minutes, costing 125 CHF."
10479,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Vaud.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 89 minutes, costing 245 CHF, with a headway of 30 minutes.
 - Train: travel time of 183 minutes, costing 178 CHF, with a headway of 60 minutes.
 - Car: travel time of 152 minutes, costing 162 CHF."
10480,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Vaud.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 89 minutes, costing 237 CHF, with a headway of 30 minutes.
 - Train: travel time of 203 minutes, costing 198 CHF, with a headway of 30 minutes.
 - Car: travel time of 247 minutes, costing 100 CHF."
10481,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Vaud.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 95 minutes, costing 210 CHF, with a headway of 10 minutes.
 - Train: travel time of 203 minutes, costing 178 CHF, with a headway of 30 minutes.
 - Car: travel time of 152 minutes, costing 125 CHF."
10482,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Vaud.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 89 minutes, costing 254 CHF, with a headway of 20 minutes.
 - Train: travel time of 203 minutes, costing 238 CHF, with a headway of 60 minutes.
 - Car: travel time of 152 minutes, costing 100 CHF."
10483,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Vaud.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 95 minutes, costing 274 CHF, with a headway of 30 minutes.
 - Train: travel time of 244 minutes, costing 238 CHF, with a headway of 30 minutes.
 - Car: travel time of 152 minutes, costing 162 CHF."
10484,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Vaud.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 95 minutes, costing 274 CHF, with a headway of 30 minutes.
 - Train: travel time of 203 minutes, costing 198 CHF, with a headway of 60 minutes.
 - Car: travel time of 190 minutes, costing 125 CHF."
10485,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 125 minutes, costing 293 CHF, with a headway of 30 minutes.
 - Train: travel time of 306 minutes, costing 270 CHF, with a headway of 120 minutes.
 - Car: travel time of 210 minutes, costing 170 CHF."
10486,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 133 minutes, costing 237 CHF, with a headway of 30 minutes.
 - Train: travel time of 240 minutes, costing 202 CHF, with a headway of 120 minutes.
 - Car: travel time of 273 minutes, costing 136 CHF."
10487,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 143 minutes, costing 245 CHF, with a headway of 20 minutes.
 - Train: travel time of 306 minutes, costing 202 CHF, with a headway of 120 minutes.
 - Car: travel time of 168 minutes, costing 136 CHF."
10488,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 143 minutes, costing 245 CHF, with a headway of 10 minutes.
 - Train: travel time of 262 minutes, costing 202 CHF, with a headway of 60 minutes.
 - Car: travel time of 273 minutes, costing 221 CHF."
10489,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 143 minutes, costing 254 CHF, with a headway of 30 minutes.
 - Train: travel time of 262 minutes, costing 225 CHF, with a headway of 120 minutes.
 - Car: travel time of 168 minutes, costing 221 CHF."
10490,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 143 minutes, costing 254 CHF, with a headway of 20 minutes.
 - Train: travel time of 240 minutes, costing 225 CHF, with a headway of 60 minutes.
 - Car: travel time of 273 minutes, costing 170 CHF."
10491,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 133 minutes, costing 310 CHF, with a headway of 10 minutes.
 - Train: travel time of 240 minutes, costing 270 CHF, with a headway of 60 minutes.
 - Car: travel time of 210 minutes, costing 136 CHF."
10492,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 125 minutes, costing 266 CHF, with a headway of 20 minutes.
 - Train: travel time of 240 minutes, costing 225 CHF, with a headway of 120 minutes.
 - Car: travel time of 210 minutes, costing 221 CHF."
10493,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 143 minutes, costing 357 CHF, with a headway of 20 minutes.
 - Train: travel time of 262 minutes, costing 270 CHF, with a headway of 30 minutes.
 - Car: travel time of 210 minutes, costing 221 CHF."
10494,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Bern.
Destination: Graubünden.
Available Transportation Options:
 - Swissmetro: travel time of 130 minutes, costing 218 CHF, with a headway of 10 minutes.
 - Train: travel time of 270 minutes, costing 194 CHF, with a headway of 30 minutes.
 - Car: travel time of 170 minutes, costing 80 CHF."
10495,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Bern.
Destination: Graubünden.
Available Transportation Options:
 - Swissmetro: travel time of 122 minutes, costing 266 CHF, with a headway of 10 minutes.
 - Train: travel time of 270 minutes, costing 194 CHF, with a headway of 120 minutes.
 - Car: travel time of 221 minutes, costing 130 CHF."
10496,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Bern.
Destination: Graubünden.
Available Transportation Options:
 - Swissmetro: travel time of 116 minutes, costing 245 CHF, with a headway of 20 minutes.
 - Train: travel time of 270 minutes, costing 175 CHF, with a headway of 30 minutes.
 - Car: travel time of 221 minutes, costing 100 CHF."
10497,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Bern.
Destination: Graubünden.
Available Transportation Options:
 - Swissmetro: travel time of 116 minutes, costing 245 CHF, with a headway of 30 minutes.
 - Train: travel time of 205 minutes, costing 175 CHF, with a headway of 60 minutes.
 - Car: travel time of 136 minutes, costing 130 CHF."
10498,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Bern.
Destination: Graubünden.
Available Transportation Options:
 - Swissmetro: travel time of 116 minutes, costing 225 CHF, with a headway of 30 minutes.
 - Train: travel time of 227 minutes, costing 194 CHF, with a headway of 30 minutes.
 - Car: travel time of 221 minutes, costing 80 CHF."
10499,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Bern.
Destination: Graubünden.
Available Transportation Options:
 - Swissmetro: travel time of 122 minutes, costing 210 CHF, with a headway of 10 minutes.
 - Train: travel time of 227 minutes, costing 175 CHF, with a headway of 30 minutes.
 - Car: travel time of 136 minutes, costing 100 CHF."
10500,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Bern.
Destination: Graubünden.
Available Transportation Options:
 - Swissmetro: travel time of 116 minutes, costing 254 CHF, with a headway of 20 minutes.
 - Train: travel time of 227 minutes, costing 233 CHF, with a headway of 60 minutes.
 - Car: travel time of 136 minutes, costing 80 CHF."
10501,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Bern.
Destination: Graubünden.
Available Transportation Options:
 - Swissmetro: travel time of 122 minutes, costing 266 CHF, with a headway of 30 minutes.
 - Train: travel time of 270 minutes, costing 233 CHF, with a headway of 30 minutes.
 - Car: travel time of 136 minutes, costing 130 CHF."
10502,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Bern.
Destination: Graubünden.
Available Transportation Options:
 - Swissmetro: travel time of 122 minutes, costing 266 CHF, with a headway of 30 minutes.
 - Train: travel time of 227 minutes, costing 194 CHF, with a headway of 60 minutes.
 - Car: travel time of 170 minutes, costing 100 CHF."
10503,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Vaud.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 114 minutes, costing 310 CHF, with a headway of 30 minutes.
 - Train: travel time of 342 minutes, costing 284 CHF, with a headway of 120 minutes.
 - Car: travel time of 240 minutes, costing 185 CHF."
10504,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Vaud.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 123 minutes, costing 245 CHF, with a headway of 30 minutes.
 - Train: travel time of 264 minutes, costing 213 CHF, with a headway of 120 minutes.
 - Car: travel time of 312 minutes, costing 148 CHF."
10505,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Vaud.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 135 minutes, costing 266 CHF, with a headway of 20 minutes.
 - Train: travel time of 342 minutes, costing 213 CHF, with a headway of 120 minutes.
 - Car: travel time of 192 minutes, costing 148 CHF."
